instruction,input,output
"I have the following ingredients: Mutton, Curd (Dahi / Yogurt), Salt, Turmeric powder (Haldi), Oil, Cinnamon Stick (Dalchini), Cloves (Laung), Cardamom (Elaichi) Pods/Seeds, Cumin seeds (Jeera), Onions, Ginger, Garlic, Homemade tomato puree, Salt, Green Chilli, Red Chilli powder, Cumin powder (Jeera), Coriander (Dhania) Leaves, Ghee, Cinnamon Powder (Dalchini), Bay leaf (tej patta), Cardamom (Elaichi) Pods/Seeds, Cloves (Laung), Garam masala powder, Nutmeg powder. Please provide recipes I can make with them.",,"Recipe Name: Bhune Pyaz Ka Gosht Recipe - Mutton Curry With Roasted Onion & Spices
Cuisine: North Indian Recipes
Course: Main Course
Diet: Non Vegeterian
Ingredients:
- Mutton: For the Marinade 300 grams Mutton
- Curd (Dahi / Yogurt): on the bone  3/4 cup Curd (Dahi / Yogurt) Salt
- Salt: to taste  1/2 teaspoon Turmeric powder (Haldi) For the Bhune Pyaaz Ka Gosht Gravy 2 tablespoons Oil  1/2 inch Cinnamon Stick (Dalchini)  1 Cloves (Laung)  1 Cardamom (Elaichi) Pods/Seeds  1/2 teaspoon Cumin seeds (Jeera)  3 Onions
- Turmeric powder (Haldi): thinly sliced  2 inch Ginger
- Oil: finely chopped  6 cloves Garlic
- Cinnamon Stick (Dalchini): finely chopped  1/2 cup Homemade tomato puree Salt
- Cloves (Laung): to taste  1 Green Chilli  1 teaspoon Red Chilli powder  1 teaspoon Cumin powder (Jeera)  1 teaspoon Coriander (Dhania) Leaves Other Ingredients 2 tablespoons Ghee  1 inch Cinnamon Powder (Dalchini)  1 Bay leaf (tej patta)  1 Cardamom (Elaichi) Pods/Seeds  1 Cloves (Laung)  1 teaspoon Garam masala powder  1/4 teaspoon Nutmeg powder
Instructions:
To begin making the Bhune Pyaz Ka Gosht Recipe we will first marinate the mutton.Wash and clean the mutton pieces well. Drain the water out completely.  In a mixing bowl, combine the mutton pieces along with salt, turmeric powder and the dahi. Mix well and massage the marinade into the mutton and set aside until required. 
"
"I have the following ingredients: Chana dal (Bengal Gram Dal), Mango (Raw), Sugar, Salt, Oil, Mustard seeds (Rai/ Kadugu), Cumin seeds (Jeera), Curry leaves, Asafoetida (hing), Dry Red Chillies. Please provide recipes I can make with them.",,"Recipe Name: Ambe Dal Recipe - Maharashtrian Salad with Raw Mango & Chana Dal 
Cuisine: Maharashtrian Recipes
Course: Lunch
Diet: High Protein Vegetarian
Ingredients:
- Chana dal (Bengal Gram Dal): 1 cup Chana dal (Bengal Gram Dal)
- Mango (Raw): soaked in water for 3-4 hours  1/2 Mango (Raw)
- Sugar: peeled and grated (depending on the tartness the amount can be adjusted)  1/2 teaspoon Sugar Salt
- Salt: to taste Ingredients for the Tadka 1 tablespoon Oil  1/2 teaspoon Mustard seeds (Rai/ Kadugu)  1/2 teaspoon Cumin seeds (Jeera)  6 Curry leaves  1/4 teaspoon Asafoetida (hing)  2 Dry Red Chillies
- Oil: broken into pieces
Instructions:
To begin making the Ambe Dal Recipe firstly wash and soak the chana dal for 4-6 hours. 6 hours later, drain the water and add the chana dal into a mixer and grind it coarsely, with absolutely no water. In a mixing bowl, combine the ground chana dal, grated mango, salt and sugar and give it a good mix. In a tadka pan heat the oil on medium flame, add the mustard seeds and allow them to crackle, add cumin seeds, curry leaves, hing and red chillies.Add this tadka to the Mango-Chana dal mixture and mix well.Cool in the refrigerator for 30 mins (optional) and serve on a plantain leaf or large mango leaf.Serve Ambe Dal along with Aam Ka Panna Recipe - Raw Mango Juice Recipe or Aam Pudina Ka Panna Recipe as an evening or as part of the Maharashtrian Thali. 
"
"I have the following ingredients: Potatoes (Aloo), Garlic, Coriander (Dhania) Leaves, Green Chillies, Extra Virgin Olive Oil, Lemon juice, Salt. Please provide recipes I can make with them.",,"Recipe Name: Lebanese Style Batata Matri Kizbra Recipe - Garlic Coriander Spiced Potatoes
Cuisine: Middle Eastern
Course: Appetizer
Diet: Vegetarian
Ingredients:
- Potatoes (Aloo): 4 Potatoes (Aloo)  7 cloves Garlic
- Garlic: minced  1 cup Coriander (Dhania) Leaves
- Coriander (Dhania) Leaves: chopped  4 Green Chillies
- Green Chillies: chopped  2 tablespoon Extra Virgin Olive Oil  2 teaspoon Lemon juice Salt
- Extra Virgin Olive Oil: for seasoning
Instructions:
To begin making the Lebanese Style Batata Matri Kizbra Recipe, firstly peel and wash the potatoes and then cut them into small cubes. Drizzle some salt and keep it aside.Heat olive oil in a frying pan, add the chopped potatoes and fry them until tender and crispy in texture. Take out and drain in a paper towel to absorb the extra oil.In the same frying pan add more oil and saute the minced garlic, fry until light brown and not to burn them too much, then add chopped chilies and cilantro fry a bit. Add fried potato and toss them gently. Switch off the flame and drizzle lemon juice over it. Serve the Lebanese style Batata Matri Kizbra Recipe along with Shish Tawook Recipe (Lebanese Grilled Chicken Skewers) and Lebanese Chickpea Falafel Recipe to create a nice starter.
"
"I have the following ingredients: Elephant yam (Suran/Senai/Ratalu), Yellow Moong Dal (Split), Chana dal (Bengal Gram Dal), Fresh coconut, Cumin seeds (Jeera), Fennel seeds (Saunf), Whole Black Peppercorns, Green Chillies, Ginger, Garlic, Onion, Dry Red Chillies, Turmeric powder (Haldi), Salt, Tamarind Water, Bay leaf (tej patta), Cloves (Laung), Cinnamon Stick (Dalchini), Oil. Please provide recipes I can make with them.",,"Recipe Name: Chenai Kizhangu Poricha Kootu Recipe (Tamil Nadu Style Yam Cooked in Coconut Gravy)
Cuisine: Tamil Nadu
Course: Side Dish
Diet: Vegetarian
Ingredients:
- Elephant yam (Suran/Senai/Ratalu): 300 grams Elephant yam (Suran/Senai/Ratalu)  1/4 cup Yellow Moong Dal (Split)  4 tablespoon Chana dal (Bengal Gram Dal)  1/2 cup Fresh coconut
- Yellow Moong Dal (Split): grated  2 teaspoon Cumin seeds (Jeera)  1 teaspoon Fennel seeds (Saunf)  1 teaspoon Whole Black Peppercorns
- Chana dal (Bengal Gram Dal): crushed  6 Green Chillies
- Fresh coconut: slit  2 inch Ginger  6 cloves Garlic  1 Onion
- Cumin seeds (Jeera): chopped  2 Dry Red Chillies
- Fennel seeds (Saunf): broken  1/4 teaspoon Turmeric powder (Haldi) Salt
- Whole Black Peppercorns: to taste  3 tablespoon Tamarind Water  1 Bay leaf (tej patta)  2 Cloves (Laung)  1 inch Cinnamon Stick (Dalchini)  2 teaspoon Oil
Instructions:
To begin making Chenai Kizhangu Poricha Kootu Recipe (Tamil Nadu Style Yam Cooked in Coconut Gravy), remove the skin on yam. Chop yam into 1 inch cubes. Pressure cook with little salt and turmeric powder for 1 whistle.Soak yellow moong dal and channa dal separately for 1 hour. Pressure cook for 1 whistle.Add 1 teaspoon oil in a pan. Roast dried red chilies, ginger-garlic, green chillies, cumin seeds, black peppercorns, cinnamon stick, cloves, onion and grated coconut until fragrant and roasted well.Cool and grind the roasted spices into smooth paste.Heat remaining oil in a pan. Add bay leaf and fennel seeds. Roast for 10 seconds.Add the ground masala paste and cook until oil separated from the sides of the pan. Add cooked dal and mix well.Add cooked yam along with tamarind juice and cook for 5 minutes. Add little water and cook for another 10 minutes. Check for seasoning.Serve Chenai Kizhangu Poricha Kootu Recipe along with steamed rice, Muttai Parotta Recipe ( Ande Ka Paratha / Egg Filled Flat Bread), steamed rice, Tamil Nadu Style Dal Masala Vada with Cabbage Recipe and Tamil Nadu Style Pala Kottai Sambar Recipe for a complete lunch or dinner.
"
"I have the following ingredients: चकुंदर, राइ, जीरा, सफेद उरद दाल (split), कढ़ी पत्ता, हींग, हल्दी पाउडर, नारियल, तेल, नमक, छोटे प्याज, हरी मिर्च. Please provide recipes I can make with them.",,"Recipe Name: साउथ इंडियन चुकंदर पोरियल रेसिपी - Stir Fried Beetroot (Recipe In Hindi)
Cuisine: Tamil Nadu
Course: Side Dish
Diet: Vegetarian
Ingredients:
- चकुंदर: 2 चकुंदर
- राइ: छोटे काटे हुए  1/2 छोटा चमच्च राइ  1/2 छोटा चमच्च जीरा  1 छोटा चमच्च सफेद उरद दाल (split)  4 कढ़ी पत्ता
- जीरा: बिच में से तोडा हुआ   1/4 छोटा चमच्च हींग  1/4 छोटा चमच्च हल्दी पाउडर  1 बड़ा चमच्च नारियल
- सफेद उरद दाल (split): कसा हुआ  तेल
- कढ़ी पत्ता: प्रयोग अनुसार  नमक
- हींग: स्वाद अनुसार  वैकल्पिक सामग्री  1/2 कप छोटे प्याज
- हल्दी पाउडर: बारीक़ कटे हुए    2 हरी मिर्च
- नारियल: बारीक कटी हुई
Instructions:
साउथ इंडियन चुकंदर पोरियल को बनाने के लिए, सबसे पहले कटे हुए चकुंदर को प्रयोग अनुसार पानी और नमक के साथ भाप ले. इसके लिए आप प्रेशर कुकर का इस्तेमाल कर सकते है.चकुंदर को प्रेशर कुकर में दो सिटी आने तक पकाए। 2 सिटी के बाद, कुकर को बंद कर दे. कुकर को ठन्डे पानी के निचे रखे ताकि उसका भाप निकल जाए.चकुंदर बहुत जल्दी पक जाता है इसलिए हमे कुकर का प्रेशर निकाल देना चाहिए। प्रेशर निकलने के बाद, कुकर को खोले और चकुंदर को अलग से रख दे.अब पोरियल बनाने के लीलिए, हमे चकुंदर में तड़का लगाना होगा। इसके लिए एक कढ़ाई में तेल गरम करे. उसमे राइ, जीरा, उरद दाल और कड़ी पत्ता डाले।उरद दाल को सुनहरा होने तक पकाए। इसके बाद उसमे प्याज और हरी मिर्च डाले, प्याज के नरम होने तक पकाए। इसके बाद उसमे हींग, हल्दी पाउडर, भाप किआ हुआ बीटरूट और स्वाद अनुसार नमक डाले और सबको अच्छी तरह से मिक्स करले।इस पर कसा हुआ नारियल डाले और गरमा गरम परोसे। साउथ इंडियन चुकंदर पोरियल को टमाटर प्याज सांबर और चावल के साथ दिन या रात के खाने के लिए परोसे।
"
"I have the following ingredients: Coriander (Dhania) Seeds, Cumin seeds (Jeera), Fennel seeds (Saunf), Dry Red Chillies, Turmeric powder (Haldi). Please provide recipes I can make with them.",,"Recipe Name: Curry Powder Recipe 
Cuisine: Asian
Course: nan
Diet: nan
Ingredients:
- Coriander (Dhania) Seeds: 4 tablespoon Coriander (Dhania) Seeds  2 tablespoon Cumin seeds (Jeera)  2 tablespoon Fennel seeds (Saunf)  5 Dry Red Chillies  1 tablespoon Turmeric powder (Haldi)
Instructions:
To begin making the Curry Powder Recipe dry roast the seeds first for about 5 minutes. Then add the dry red chilies and roast again for 2 more minutes.Grind it along with turmeric powder to a very smooth powder and store it in a mason jar for later use. Serve the Curry Powder Recipe to make a One pot meal with chickpeas and brown rice to enjoy your lazy sunday lunch.
"
"I have the following ingredients: Extra Virgin Olive Oil, Garlic, Button mushrooms, Green peas (Matar), Carrots (Gajjar), Sweet corn, Black pepper powder, Paprika powder, Nutmeg, Vegetable stock, Heavy whipping cream, Butter (Salted), Parmesan cheese, Egg yolks, Parsley leaves, Walnuts, Salt and Pepper. Please provide recipes I can make with them.",,"Recipe Name: Roasted Vegetable Flan Recipe In Herbed Sauce 
Cuisine: Italian Recipes
Course: Dinner
Diet: Eggetarian
Ingredients:
- Extra Virgin Olive Oil: 1 tablespoon Extra Virgin Olive Oil  2 cloves Garlic
- Garlic: finely choped  100 grams Button mushrooms
- Button mushrooms: quartered   1/4 cup Green peas (Matar)
- Green peas (Matar): steamed  1/4 cup Carrots (Gajjar)
- Carrots (Gajjar): finely chopped  1/4 cup Sweet corn
- Sweet corn: steamed  1 teaspoon Black pepper powder  1/2 teaspoon Paprika powder  1/8 teaspoon Nutmeg Ingredients for the Herbed Sauce 1/2 cup Vegetable stock  1/2 cup Heavy whipping cream  1 tablespoon Butter (Salted)  2 tablespoons Parmesan cheese  3 Egg yolks  1 Parsley leaves  Handful Walnuts
- Black pepper powder: toasted
- Paprika powder: or pecans Salt and Pepper
- Nutmeg: as needed
Instructions:
To begin making Roasted Vegetable Flan Recipe, in a sauté pan heat olive oil add the garlic, carrots, green peas, corn kernels, mushrooms and cook until vegetables are soft and water is evaporated.Once the vegetables are well roasted, stir in the black pepper and paprika, turn off the heat and keep it aside to cool for a bit.The next step is to make the herbed sauce for the flan.Into the blender, add the cooled roasted vegetables, the broth, butter, cream, egg yolks, salt and pepper. Blend until smooth. once done, stir in the chopped walnuts or pecans.Preheat oven to 180 C. Place water into ovens roasting dish and allow it to get warmed up while the oven is preheating. Flans are cooked in a heated water bath so it remains moist. Butter a baking dish well and pour the pureed flan mixture into the dish.  Bake for about 45 minutes to an hour until the roasted vegetable flan is set and a wooden skewer inserted in center comes out clean. Once baked, remove from the oven.Serve the Roasted Vegetable Flan for a weeknight dinner or a party along with Fresh & Juicy Chickpea Salad with Fruits & Vegetables and Garlic Bread with Herb Butter.
"
"I have the following ingredients: Whole Wheat Flour, All Purpose Flour (Maida), Active dry yeast, Extra Virgin Olive Oil, Salt, Honey, Sage, Water, Mixed berries, Granulated sugar, Extra Virgin Olive Oil, Mascarpone Cheese, Honey, Orange Zest (Rind). Please provide recipes I can make with them.",,"Recipe Name: Berry Focaccia with Mascarpone Cheese Recipe(Italian bread topped with mixed berries and served with Sweetened Mascarpone Cheese)
Cuisine: Italian Recipes
Course: Side Dish
Diet: Vegetarian
Ingredients:
- Whole Wheat Flour: for the dough 2 cups Whole Wheat Flour  2 cups All Purpose Flour (Maida)  2-1/2 teaspoon Active dry yeast  2 tablespoon Extra Virgin Olive Oil  1/2 teaspoon Salt  2 teaspoons Honey  6 Sage
- All Purpose Flour (Maida): chopped (you can alternatively use 1 tablespoon chopped fresh rosemary)  2 cups Water
- Active dry yeast: lukewarm for the topping 1-1/2 cup Mixed berries
- Extra Virgin Olive Oil: (like Strawberries
- Salt: Blueberries
- Honey: Cape Gooseberries
- Sage: Raspberries
- Water: Blackberries)  2 tablespoon Granulated sugar  3 tablespoon Extra Virgin Olive Oil for sweetened Mascarpone Cheese 1 cup Mascarpone Cheese  2 tablespoon Honey  1 teaspoon Orange Zest (Rind)
- Mixed berries: or lime zest
Instructions:
to prepare the doughTo begin making the Berry Focaccia With Sweetened Mascarpone Cheese Recipe, take a large mixing bowl. Mix the whole wheat and all purpose flour and salt in a mixing bowl. Blend them together briefly. Stir in the chopped sage (or rosemary) and add olive oil. Alternatively you can use a food processor or stand mixer to mix. Using a food processor or stand mixer saves a lot of time and bringing together the dove is easier. To activate the yeast, take 1 cup lukewarm water. Add sugar (or honey) to it and stir. Sprinkle the yeast over the water-sugar mixture and allow it to get frothy about 3-4 minutes. Before you proceed further, check the activity of your instant yeast, by 'proofing' it to make sure it will help rise the dough. Follow the instructions on your yeast packet to proof the exact yeast reaction.If using a food processor/stand mixer; with the food processor/stand mixer running on low speed, gradually pour the yeast mixture into the processor over the flour.Slowly add in more water (as required) and allow the flour to form a soft dough within the bowl of the processor/mixer.If using a mixing bowl, add the frothy yeast mixture to the flour and begin to knead with your hands to get a soft and pliable dove.Take care not to add too much water or you will have a sticky unmanageable dough.Place the dough on a well floured rolling surface and knead again for 8-10 minutes. Knead the dough very well, until it is smooth and elastic. (If using the stand mixer, knead on medium speed using the dough hook)Transfer the formed dough to a lightly greased bowl, turning once to coat all over. Cover with a wet kitchen towel or plastic wrap and set it aside in a warm place for about 1-1 1/2 hours until it has risen and doubled in size.to prepare the berriesMeanwhile cut the larger berries like strawberries and Cape gooseberries in halves and keep aside. You can use the smaller berries as they are. You can now proceed to make the sweetened mascrapone cheese.to prepare the sweetened mascrapone cheeseTo make the sweetened mascarpone Cheese,Whisk together all the ingredients listed under 'for sweetened mascarpone cheese.to bake the focacciaOnce the dough has doubled, divide it into 2 parts (if making two breads). You can make two round or 2 square breads or one big rectangular bread. Use two 8-9 inch shallow cake pans.Place the dough on the well oiled pans/baking sheets.Evenly spread the dough.Cover with oiled cling film or a wet kitchen towel and leave to rise for 30 minutes.Meanwhile preheat the oven to 200 deg C. Using your finger tips, make deep dimples all over the dough.Place the berries on top of the dough and press lightly.Drizzle the olive oil all over and sprinkle the granulated sugar.Bake in the pre-heated oven for 20-25 minutes, till the crust turns golden and the berry juice is bursting out.Turn off the oven and Cool on a wire rack and garnish with more Sage or Rosemary.Serve Berry Focaccia With Sweetened Mascarpone Cheese during tea time with a hot cup of Masala Chai or Coffee. You can even pack it for your kids snack box. 
"
"I have the following ingredients: Paneer (Homemade Cottage Cheese), Oil, Red Chilli powder, Coriander Powder (Dhania), Turmeric powder (Haldi), Lemon juice, Salt, Methi Leaves (Fenugreek Leaves), Mint Leaves (Pudina), Green Chillies, Garlic, Ginger, Onion, Kasuri Methi (Dried Fenugreek Leaves). Please provide recipes I can make with them.",,"Recipe Name: Grilled Paneer Methi Tikki Recipe
Cuisine: Indian
Course: Appetizer
Diet: High Protein Vegetarian
Ingredients:
- Paneer (Homemade Cottage Cheese): 500 grams Paneer (Homemade Cottage Cheese)
- Oil: cut into large cubes  1 tablespoon Oil  1 teaspoon Red Chilli powder  1/2 teaspoon Coriander Powder (Dhania)  1/4 teaspoon Turmeric powder (Haldi)  1/2 teaspoon Lemon juice Salt
- Red Chilli powder: to taste Ground paste (for marination) 1/2 cup Methi Leaves (Fenugreek Leaves)  1/2 cup Mint Leaves (Pudina)  2 Green Chillies  2 cloves Garlic  1/2 inch Ginger  1 Onion For garnish 1/2 teaspoon Kasuri Methi (Dried Fenugreek Leaves)
Instructions:
To prepare Grilled Paneer Methi Tikki Recipe, prep all the ingredients mentioned. In a mixer, grind all the ingredients given under 'For ground paste'  to a smooth paste without adding any water and transfer it to a large bowl.Add lemon juice, salt, turmeric powder, chilli powder, coriander powder and 1 teaspoon of oil to the mixture and mix well.Add the paneer cubes to the above mixture, mix well, cover the bowl with a cling film or a lid and let it marinate for at least 3 hours.Heat a grill pan (you can use a regular pan also) with oil and fry this marinated paneer over low to medium flame till they are crisp and browned on all sides.Remove the paneer and sprinkle hand crushed Kasuri methi on top. Sprinkle chaat masala if you like, just before serving.Serve Grilled Paneer Methi Tikki along with Green Chutney as a appetizer along with a party meal of Amritsari Gobi Matar, Gajar Pulao and Gur Paare.
"
"I have the following ingredients: Green Moong Sprouts, Onions, Sesame (Gingelly) Oil, Turmeric powder (Haldi), Tamarind, Salt, Sesame (Gingelly) Oil, Chana dal (Bengal Gram Dal), Black Urad Dal (Split), Coriander (Dhania) Seeds, Dry Red Chillies, Sesame seeds (Til seeds), Flax seeds, Shallots, Tomatoes, Garlic, Fresh coconut, Fennel seeds (Saunf), Sesame (Gingelly) Oil, Fennel seeds (Saunf), Curry leaves. Please provide recipes I can make with them.",,"Recipe Name: Chettinad Style Mulaikattiya Pasi Payaru Kuzhambu (Sprouted Green Gram Curry)
Cuisine: Chettinad
Course: Lunch
Diet: High Protein Vegetarian
Ingredients:
- Green Moong Sprouts: 1 cup Green Moong Sprouts  2 Onions
- Onions: sliced thinly  1 teaspoon Sesame (Gingelly) Oil  1/4 teaspoon Turmeric powder (Haldi)  30 grams Tamarind
- Sesame (Gingelly) Oil: soaked in 1/2 cup warm water Salt
- Turmeric powder (Haldi): to taste For Ground Masala Paste 1/2 teaspoon Sesame (Gingelly) Oil  1 teaspoon Chana dal (Bengal Gram Dal)  1 teaspoon Black Urad Dal (Split)  2 teaspoon Coriander (Dhania) Seeds  5-6 Dry Red Chillies  1 teaspoon Sesame seeds (Til seeds)  1/2 teaspoon Flax seeds  10 Shallots  2 Tomatoes
- Tamarind: finely chopped  4 cloves Garlic  2 teaspoon Fresh coconut
- Salt: grated  1 teaspoon Fennel seeds (Saunf) For Tempering 1 teaspoon Sesame (Gingelly) Oil  1/2 teaspoon Fennel seeds (Saunf)  1 sprig Curry leaves
Instructions:
To begin making the Chettinad Style Mulaikattiya Pasi Payaru Kuzhambu first pressure cook the sprouted green gram, with half cup water. Allow 2 whistles to go off, and then switch off the heat and keep the cooker aside to allow the pressure to release naturally.Meanwhile, in a pan, heat half teaspoon of oil and add channa dal, urad dal, dhania, red chillies, sesame seeds and flax seeds. Stirring on a low flame and roast till golden brown. Take this off the heat and transfer into a mixer jarWhen it has cooled, add coconut to the mixer jar along with the fennel seeds and grind it down to a coarse powder.Place a pan on the heat, add some oil and add the shallots, tomatoes and garlic. Saute them by stirring continuously over low heat, till the shallots become transparent and the tomatoes mushy. Take it off the heat and transfer the mix to the mixer jar containing the previously ground powder.Blend this all together to make a smooth paste.Meanwhile add the tamarind to the warm water and extract the pulp from it. Set this aside for later use.Place a kadai on the pan and add a teaspoon of oil to it. Add the thinly sliced onions, salt and turmeric powder. Keep tossing to saute them together till tender and translucent.Add the tamarind extract and the boiled, cooked sprouts along with the water used for boiling them. Bring the mix to a boil and allow it to simmer for 2-3 minutes.Add the ground masala paste to the sprouts and cook covered over low heat for 5 minutes, until the flavours have incorporated.Place a tadka ladle on the heat, warm some oil or ghee in it. Prepare a tempering of fennel seeds and curry leaves and allow it to crackle, before pouring it over the Kozhambu.Serve the Chettinad Style Mulaikattiya Pasi Payaru Kuzhambu with Steamed Rice and ghee, or with Set Dosa or Phulka.
"
"I have the following ingredients: गोभी, हल्दी पाउडर, लाल मिर्च पाउडर, जीरा, शक्कर, सरसों का तेल, नमक, राइ, खस खस, हरी मिर्च, नारियल, लहसुन, केले के पत्ते, केले के पत्ते, तेल, Oil. Please provide recipes I can make with them.",,"Recipe Name: Fulkopir Paturi Recipe
Cuisine: Bengali Recipes
Course: Lunch
Diet: Vegetarian
Ingredients:
- गोभी: 1 cup cabbage
- हल्दी पाउडर: grated 1/4 tsp turmeric powder 1/4 tsp red chili powder 1/2 tsp cumin seeds 1/4 tsp sugar 1 tsp mustard oil Salt
- लाल मिर्च पाउडर: according to taste
- जीरा: for marination 1 tsp mustard seeds
- शक्कर: powdered 3/4 tsp poppy seeds
- सरसों का तेल: powdered 2 green chillies
- नमक: chopped 1/4 cup coconut
- राइ: grated 4 garlic cloves
- खस खस: for steaming 1/2 banana leaf
- हरी मिर्च: for putting in the steamer 1/2 banana leaf
- नारियल: lightly cook on low flame and chop Oil
- लहसुन: for greasing
- केले के पत्ते: as per use Oil
- केले के पत्ते: few drops for greasing
Instructions:
To make Phoolkoppir Paturi, first wash the cabbage thoroughly and soak it in hot water for 2 to 3 minutes. Keep it aside. Now in a mixer grinder add mustard seeds, poppy seeds, green chillies, coconut, garlic, some water and make a paste. Now in a bowl add cabbage, ground paste, salt, sugar, turmeric powder, red chilli powder, mustard oil, cumin seeds and mix everything well. Keep it aside for 1 hour. Put banana leaves in the steamer. Now take small pieces of cabbage mixture and make gattas with your hands. Place these gattas in between the banana leaves. Close it from all sides and seal it with a toothpick. Make all the gattas in this manner. Steam it for 12 to 15 minutes. Serve Phoolkoppir Paturi with rice, phulka and cholar dal for lunch.
"
"I have the following ingredients: Spinach Leaves (Palak), Garlic, Black cardamom (Badi Elaichi), Kashmiri dry red chilli, Fennel Powder, Cumin seeds (Jeera), Mustard oil, Asafoetida (hing), Salt. Please provide recipes I can make with them.",,"Recipe Name: Kashmiri Saag Recipe - Kashmiri Style Spinach / Palak
Cuisine: Kashmiri
Course: Side Dish
Diet: Vegetarian
Ingredients:
- Spinach Leaves (Palak): 3 cups Spinach Leaves (Palak)  10 cloves Garlic  1 Black cardamom (Badi Elaichi)  3 Kashmiri dry red chilli  1 teaspoon Fennel Powder  1 teaspoon Cumin seeds (Jeera)  1 tablespoon Mustard oil  1 pinch Asafoetida (hing) Salt
- Garlic: to taste
Instructions:
To begin, making the Kashmiri Saag Recipe wash and clean the spinach leaves well. Finely chop them and set aside. In a skillet, heat mustard oil until smoking point on medium high flame. Once it begins to smoke, turn off the flame. Now add the cumin seeds, asafoetida, cardamom, red chillies, garlic and saute for a few minutes, until the garlic begins to turn into a light brown colour. Finally add the washed and cut spinach leaves, sprinkle salt and continue to cook on medium-high heat until the spinach wilts down. Add the fennel powder and give Kashmiri Saag a good mix. Turn off the flame, check the salt and spices and adjust to suit your taste. Once done transfer the Kashmiri Saag to a serving bowl and serve warm.This is how the traditional Kashmiri Saag is made, however if you wish to, towards the end of making the dish, you could add 1/2 teaspoon black pepper powder, 1 teaspoon cumin powder and 1 teaspoon lemon juice and a pinch of sugar, if you like to make your saag more flavorsome. Serve Kashmiri Saag Recipe along with Phulkas and Mooli Raita for a simple weekday meal.
"
"I have the following ingredients: Whole Wheat Brown Bread, Onion, Potatoes (Aloo), Rajma (Large Kidney Beans), Ginger, Garlic, Turmeric powder (Haldi), Red Chilli powder, Garam masala powder, Chaat Masala Powder, Salt, Oil. Please provide recipes I can make with them.",,"Recipe Name: Grilled Rajma Masala Sandwich Recipe
Cuisine: Indian
Course: Indian Breakfast
Diet: High Protein Vegetarian
Ingredients:
- Whole Wheat Brown Bread: 6 Whole Wheat Brown Bread  1 Onion
- Onion: thinly sliced  2 Potatoes (Aloo)
- Potatoes (Aloo): boiled  1/2 cup Rajma (Large Kidney Beans)
- Rajma (Large Kidney Beans): cooked  1 inch Ginger
- Ginger: grated  1 clove Garlic
- Garlic: chopped  1 teaspoon Turmeric powder (Haldi)  1 teaspoon Red Chilli powder  1 teaspoon Garam masala powder  1 teaspoon Chaat Masala Powder Salt
- Turmeric powder (Haldi): to taste Oil
- Red Chilli powder: for cooking
Instructions:
To begin making the Grilled Rajma Masala Sandwich Recipe, soak 1/2 cup of rajma overnight and cook the rajma until soft. Drain the excess water and keep aside.Boil the potatoes, peel the skin and cut the potatoes until small cubes. Keep this aside.In a skillet, heat a teaspoon oil oil, add the ginger, garlic and saute for a few seconds. Add the cooked rajma, cut potatoes and all the masalas.Stir to combine all the ingredients and saute on medium high heat until you get a good rajma masala filling for the sandwich. There should be very little moisture. Check the salt and spices and adjust to suit your taste.Once done turn off the heat and allow the rajma masala to cool. Once cooled, add the thinly sliced onions and optionally green chilies chopped into the masala. This will give a good crunch to the sandwich.To prepare grilled sandwich, place the bread slices on the platform. Spread a spoonful of rajma masala mixture over one slice. Cover with another bread slice and press it down.Spread some softened butter on the top slice and place it in a sandwich maker or grill pan with the butter side facing down. Spread butter on the other side and grill the rajma sandwich until golden brown and crisp.Serve the Grilled Rajma Masala Sandwich as a wholesome breakfast or even serve it for summer weeknight dinner along with a Summer Lettuce Salad Recipe or a Coconut Kewra Drink Recipe.
"
"I have the following ingredients: Yellow Moong Dal (Split), Sugar, Ghee, Milk, Saffron strands. Please provide recipes I can make with them.",,"Recipe Name: Authentic Moong Dal Halwa Recipe: Step-by-Step Guide to Make Delicious Indian Dessert
Cuisine: Indian
Course: Dessert
Diet: Vegetarian
Ingredients:
- Yellow Moong Dal (Split): 1 cup Yellow Moong Dal (Split)  1 cup Sugar  1 cup Ghee  1 cup Milk  2 pinch Saffron strands
Instructions:
To begin making the Moong Dal Halwa Recipe, soak the moong dal in water for at least 3 hours.Once soaked, drain the water completely and grind the moong dal into a coarse mixture using the food processor. You need to ensure that it does not become a paste, but has a coarse texture.Heat ghee in a heavy bottomed pan on medium heat; add the ground moong dal and reduce to the heat to low stirring the mixture continuously, allowing it to turn golden brown from its yellowish texture. The above process of cooking the lentil in low heat is very crucial to a delicious tasting halwa. It takes a good 45 minutes for it to cook in the low heat and get to a beautiful golden brown state. Take care not to turn the heat to high to speed up the process.The low heat cooking helps the moong dal to cook well and turn brown evenly releasing the perfect rustic aroma.Once the moong dal is well cooked and reached a golden brown state; add the sugar, milk, saffron and mix well until combined.Continue to stir on low heat until the mixture thickens releases itself from the sides of the pan; this process would take another 20 to 30 minutes. Turn off the heat and transfer theMoong Dal Halwa to a serving bowl and serve hot along with your mealServe the Moong Dal Halwa as a dessert when you make elaborate lunches for your friends and family or during festive and special occasions or after a one pot meal of One Pot Spicy Vegetable Pulao Recipe with Coconut Milk or One Pot Vangi Bath Recipe.
"
